ID	Count	Types	Full text	Languages	MIME types
0940434_Ag_PL_kpbc.umk.pl	166260	"TEXT";"IMAGE";"SOUND";	"false";"true";	"pl";	"application/pdf";"image/jpeg";"image/vnd.djvu";"text/html";"audio/mpeg";"video/x-flv";"image/gif";"image/png";
0940435_FBC_Jagiellonska_Biblioteka_Cyfrowa_Part1	48883	"TEXT";"IMAGE";"SOUND";	"true";"false";	"pl";	"application/pdf";"text/plain";"text/html";"image/png";"application/epub+zip";"image/jpeg";"text/css";
0940436_Ag_PL_dlibra.umcs.lublin.pl	26996	"TEXT";"IMAGE";	"false";"true";	"pl";	"image/png";"application/pdf";"text/plain";"image/vnd.djvu";"image/jpeg";"text/html";
0940437_Ag_PL_dlibra.biblioteka.tarnow.pl	672	"TEXT";"IMAGE";	"false";"true";	"pl";	"image/vnd.djvu";"image/jpeg";"application/pdf";"image/gif";"image/png";"text/plain";
0940438_Ag_PL_dlibra.bg.uwm.edu.pl	2415	"TEXT";	"false";"true";	"pl";	"text/html";
0940439_Ag_PL_delibra.bg.polsl.pl	32150	"TEXT";"IMAGE";	"false";"true";	"pl";	"application/pdf";"image/jpeg";"image/png";"image/tiff";
0940440_Ag_PL_cyfrowa.chbp.chelm.pl	11668	"TEXT";"IMAGE";	"false";"true";	"pl";	"image/jpeg";"application/pdf";"image/vnd.djvu";
0940441_Ag_PL_biblioteka.wejherowo.pl	12749	"TEXT";"IMAGE";	"false";	"pl";	"image/jpeg";
0940442_Ag_PL_bibliotekacyfrowa.eu	52820	"TEXT";"IMAGE";"SOUND";"VIDEO";	"false";"true";	"pl";	"application/pdf";"image/jpeg";"text/html";"audio/mpeg";"image/vnd.djvu";"image/png";"image/gif";"image/tiff";"image/x-ms-bmp";"video/mp4";"application/xml";"text/plain";
0940443_Ag_PL_bc.radom.pl	35149	"TEXT";"IMAGE";	"false";"true";	"pl";	"image/vnd.djvu";"image/png";"image/jpeg";"application/pdf";"text/html";"text/plain";
0940444_Ag_PL_bc.pollub.pl	10572	"TEXT";	"false";"true";	"pl";	"application/pdf";"image/jpeg";"text/html";"image/png";
0940445_Ag_PL_bc.igik.edu.pl	345	"TEXT";"IMAGE";	"false";"true";	"pl";	"application/pdf";"image/jpeg";
0940446_Ag_PL_bc.cyfrowagalicja.pl	2198	"TEXT";"IMAGE";	"false";	"pl";	"image/vnd.djvu";"image/png";"image/jpeg";
0940447_Ag_PL_bbc.mbp.org.pl	6396	"TEXT";"IMAGE";"SOUND";	"false";"true";	"pl";	"image/vnd.djvu";"application/pdf";"image/jpeg";"image/tiff";"image/png";"audio/mpeg";
0940448_Ag_PL_www.mediateka.centrumzamenhofa.pl	1728	"VIDEO";"IMAGE";	"false";"true";	"pl";	"image/jpeg";"text/html";
09408_Ag_HU_ELocal	11107	"IMAGE";"TEXT";"SOUND";	"false";	"hu";	"image/jpeg";"text/plain";"application/pdf";"audio/mpeg";"audio/x-wav";
09419_Ag_LT_Elocal	7731	"IMAGE";	"false";	"lt";	"image/jpeg";
09425_Ag_EE_ELocal	22324	"IMAGE";	"false";	"et";	
09426_Ag_MT_Elocal	51955	"IMAGE";"TEXT";	"false";	"mul";	"image/jpeg";"image/png";"image/gif";
09428_Ag_DE_ELocal.xml	94907	"TEXT";"IMAGE";"SOUND";"VIDEO";	"false";	"de";	"image/jpeg";
09429_Ag_SK_ELocal	11470	"IMAGE";	"false";	"sk";	
0943101_Ag_BG_PenchoSlaveykov_ARTICLE	18939	"TEXT";	"true";"false";	"bg";	"application/pdf";
0943102_Ag_BG_PenchoSlaveykov_ADVERT	11556	"TEXT";	"true";"false";	"bg";	"application/pdf";
0943103_Ag_BG_PenchoSlaveykov_LIBRODINA_ARTICLE	724	"TEXT";	"true";	"bg";	
0943104_Ag_BG_PenchoSlaveykov_LIBRODINA_BOOK	5	"TEXT";	"true";	"bg";	
0943105_Ag_BG_PenchoSlaveykov_LIBDOBRICH_PHOTO	89	"IMAGE";	"false";	"bg";	"image/jpeg";
0943106_Ag_BG_PenchoSlaveykov_LIBRUSE_PHOTO	1073	"IMAGE";	"false";	"bg";	
0943107_Ag_BG_PenchoSlaveykov_LIBHASKOVO_PHOTO	126	"IMAGE";	"true";	"bg";	
